lat,long,seconds,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,mag-x,mag-y,mag-z,uva,alt,,,,,,,,,,,,,,
3028.66,9241.61,48,-0.068831909,-0.973899707,-0.034666199,15.2435412,10.7879716,3.2501244,4474.954044,-42405.57338,-22882.58271,4,24.7,,,,,,,,,,,,,,
3028.66,9241.61,49,-0.086410034,-1.015403613,-0.062986511,-7.476812,-8.5907044,7.3700004,5671.243084,-42555.10951,-23480.72723,5,24.7,,,,,,,,,,,,,,
3028.66,9241.61,50,-0.141097534,-0.999778613,-0.030759949,-0.6408696,7.5988824,-28.5034384,8661.965684,-44200.00694,-20789.07689,2,24.7,,,,,,,,,,,,,,
3028.66,9241.61,51,-0.123031128,-1.020774707,-0.068845886,0.457764,-0.4425052,5.7525676,7615.212774,-42405.57338,-23630.26336,5,24.7,,,,,,,,,,,,,,
3028.66,9241.61,52,-0.12400769,-0.990012988,-0.057127136,-8.5296692,-6.0882612,2.3498552,8961.037944,-42256.03725,-23779.79949,5,24.7,,,,,,,,,,,,,,
3028.66,9241.61,53,-0.113753784,-1.017356738,-0.020017761,12.9394624,2.1209732,-4.2114288,8213.357294,-43003.7179,-21237.68528,5,24.7,,,,,,,,,,,,,,
3028.66,9241.61,54,-0.178206909,-1.006614551,-0.037595886,-7.4157768,0.7781988,-2.8686544,10306.86311,-43153.25403,-22583.51045,7,24.7,,,,,,,,,,,,,,
3028.66,9241.61,55,-0.197738159,-1.039817676,-0.013670105,26.9470408,22.2931068,5.4321328,8811.501814,-43153.25403,-22583.51045,6,24.7,,,,,,,,,,,,,,
3028.66,9241.61,56,-0.081527222,-1.005637988,-0.071287292,0.4730228,-1.7395032,-1.52588,7615.212774,-43153.25403,-22882.58271,4,24.7,,,,,,,,,,,,,,
3028.66,9241.61,57,-0.157210815,-1.01003252,0.017579895,3.5705592,1.7089856,6.3781784,6867.532124,-42555.10951,-21985.36593,4,24.7,,,,,,,,,,,,,,
3028.66,9241.61,58,-0.11619519,-0.991477832,0.00390802,-4.95911,-3.7994412,7.6599176,9409.646334,-43003.7179,-21536.75754,4,24.7,,,,,,,,,,,,,,
3028.66,9241.61,59,-0.177718628,-0.987083301,-0.03124823,4.653934,-5.7830852,4.6997104,10157.32698,-42256.03725,-20041.39624,9,24.7,,,,,,,,,,,,,,
3028.66,9241.61,0,-0.145980347,-1.036887988,0.039552551,9.3231268,-5.7678264,-20.6298976,10157.32698,-44499.0792,-17798.35429,5,24.6,,,,,,,,,,,,,,
3028.66,9241.61,2,-0.133773315,-0.98268877,0.135743958,24.7497736,3.6926296,-35.85818,10306.86311,-44798.15146,-15106.70395,4,24.6,,,,,,,,,,,,,,
3028.66,9241.61,3,-0.136703003,-1.031028613,-0.016599792,-24.7802912,4.4860872,-7.5836236,9110.574074,-45097.22372,-16602.06525,0,24.6,,,,,,,,,,,,,,
3028.66,9241.61,4,-0.094222534,-1.004173145,-0.06249823,-14.7857772,-15.2588,-62.5763388,11054.54376,-44349.54307,-21387.22141,4,24.6,,,,,,,,,,,,,,
3028.66,9241.61,5,-0.121078003,-0.912864551,-0.120603699,14.0228372,7.858282,-26.550312,9409.646334,-43751.39855,-21536.75754,5,24.5,,,,,,,,,,,,,,
3028.66,9241.61,6,-0.066878784,-1.017356738,0.03125177,3.2501244,18.8293592,-27.6336868,6867.532124,-42555.10951,-20041.39624,4,24.5,,,,,,,,,,,,,,
3028.66,9241.61,7,-0.106917847,-1.032981738,-0.029783386,1.0528572,-4.6234164,23.727434,6717.995994,-40012.9953,-25125.62466,0,24.5,,,,,,,,,,,,,,
3028.66,9241.61,8,-0.072249878,-0.990012988,-0.088377136,3.9215116,2.5634784,1.90735,9110.574074,-43601.86242,-23331.1911,7,24.5,,,,,,,,,,,,,,
3028.66,9241.61,9,-0.009261597,-0.965110645,-0.157713074,8.8806216,6.7291308,-10.375984,5671.243084,-38218.56174,-24228.40788,4,24.5,,,,,,,,,,,,,,
3028.66,9241.61,10,-0.024886597,-1.036399707,-0.087400574,-10.986336,-3.1890892,-0.9460456,7166.604384,-41807.42886,-24976.08853,9,24.5,,,,,,,,,,,,,,
3028.66,9241.61,11,-0.023910034,-1.033958301,-0.020017761,5.8136028,11.367806,-5.0048864,5671.243084,-43003.7179,-22733.04658,9,24.5,,,,,,,,,,,,,,
3028.66,9241.61,12,-0.024398315,-0.969505176,-0.04296698,-2.8076192,-0.9307868,13.8702492,5372.170824,-43003.7179,-21536.75754,9,24.5,,,,,,,,,,,,,,
3028.66,9241.61,13,-0.047347534,-1.018821582,-0.059568542,-3.7231472,-6.3476608,0.7324224,7615.212774,-41209.28434,-23630.26336,9,24.5,,,,,,,,,,,,,,
3028.66,9241.61,14,0.008316528,-1.00612627,-0.03124823,10.0860668,19.760146,27.6794632,4923.562434,-43452.32629,-22284.43819,8,24.5,,,,,,,,,,,,,,
3028.66,9241.61,15,0.04396106,-0.996848926,-0.04296698,-3.4027124,-7.7362116,-15.1519884,5521.706954,-41956.96499,-18845.1072,9,24.5,,,,,,,,,,,,,,
3028.66,9241.61,17,-0.051742065,-0.964622363,-0.03906073,3.8147,-4.4403108,5.111698,5671.243084,-44499.0792,-22733.04658,2,24.5,,,,,,,,,,,,,,
3028.66,9241.61,18,-0.007796753,-0.944114551,0.040040833,2.365114,6.6070604,6.9885304,6418.923734,-44499.0792,-20789.07689,5,24.5,,,,,,,,,,,,,,
3028.66,9241.61,19,0.094254028,-0.990012988,-0.049802917,-4.5318636,-0.4425052,-10.1013256,1633.767574,-45396.29598,-19742.32398,10,24.5,,,,,,,,,,,,,,
3028.66,9241.61,20,0.093765747,-0.969016895,0.02343927,-8.8043276,-6.4392136,-6.9274952,1334.695314,-42854.18177,-21088.14915,4,24.5,,,,,,,,,,,,,,
3028.66,9241.61,21,0.050308716,-0.956809863,-0.076658386,-0.228882,-2.6092548,-71.640066,-11.12985563,-43003.7179,-22284.43819,5,24.5,,,,,,,,,,,,,,
3028.66,9241.61,22,0.130875122,-0.964134082,-0.046384949,-0.3967288,-3.6468532,-0.305176,-758.8105056,-41358.82047,-20789.07689,8,24.5,,,,,,,,,,,,,,
3028.66,9241.61,23,0.048843872,-1.026145801,-0.008299011,7.3394828,7.5225884,-9.460456,-160.6659856,-43601.86242,-21387.22141,9,24.5,,,,,,,,,,,,,,
3028.66,9241.61,24,0.046890747,-1.022239551,-0.064939636,1.220704,0.4730228,-5.2490272,1783.303704,-41956.96499,-21387.22141,9,24.5,,,,,,,,,,,,,,
3028.66,9241.61,25,0.079605591,-0.983177051,-0.060056824,1.983644,5.3863564,13.3667088,-758.8105056,-40611.13982,-23480.72723,10,24.5,,,,,,,,,,,,,,
3028.66,9241.61,26,-0.002425659,-1.080833301,-0.117674011,18.6767712,-7.6904352,11.7797936,1932.839834,-42555.10951,-21985.36593,17,24.5,,,,,,,,,,,,,,
3028.66,9241.61,27,-0.016585815,-0.988059863,-0.008299011,24.79555,26.4435004,16.9983032,3577.737264,-43601.86242,-22583.51045,1,24.5,,,,,,,,,,,,,,
3028.66,9241.61,28,0.076675903,-0.984641895,-0.064451355,7.7514704,2.8076192,8.6517396,2680.520484,-43751.39855,-21237.68528,5,24.4,,,,,,,,,,,,,,
3028.66,9241.61,29,0.086441528,-0.898704395,0.020509583,-6.2408492,-7.2937064,-7.4615532,2530.984354,-42854.18177,-21088.14915,11,24.3,,,,,,,,,,,,,,
3028.66,9241.61,30,-0.058578003,-0.955833301,-0.042478699,-3.1433128,-10.5896072,5.9661908,4474.954044,-43601.86242,-22882.58271,8,24.3,,,,,,,,,,,,,,
3028.66,9241.61,32,-0.005843628,-0.993430957,-0.032713074,-3.4790064,-4.6081576,3.0059836,5222.634694,-43153.25403,-22583.51045,7,24.3,,,,,,,,,,,,,,
3028.66,9241.61,33,0.021500122,-1.007591113,-0.006834167,8.5754456,-6.4239548,-9.9487376,2530.984354,-41956.96499,-22134.90206,13,24.2,,,,,,,,,,,,,,
3028.66,9241.61,34,0.03614856,-1.000266895,-0.024412292,-2.5482196,-3.6315944,-2.8076192,2830.056614,-43153.25403,-21088.14915,6,24.2,,,,,,,,,,,,,,
3028.66,9241.61,35,0.039078247,-1.00612627,-0.029295105,4.1046172,-5.8441204,1.8157972,2530.984354,-44349.54307,-22583.51045,6,24.2,,,,,,,,,,,,,,
3028.66,9241.61,36,-0.032210815,-1.018821582,-0.021482605,-2.1972672,-0.9765632,-2.6550312,4175.881784,-42555.10951,-21985.36593,6,24.1,,,,,,,,,,,,,,
3028.66,9241.61,37,0.024918091,-0.993919238,0.008790833,-4.5471224,-1.0986336,3.6926296,3428.201134,-44947.68759,-19742.32398,11,24.1,,,,,,,,,,,,,,
3028.66,9241.61,38,1.57E-05,-1.022727832,0.015138489,1.90735,-11.4898764,3.3874536,1334.695314,-43153.25403,-21387.22141,5,24.1,,,,,,,,,,,,,,
3028.66,9241.61,39,-0.008773315,-0.989036426,-0.006345886,-6.179814,-6.2713668,0.7476812,2830.056614,-44349.54307,-20340.4685,7,24,,,,,,,,,,,,,,
3028.66,9241.61,40,0.011734497,-0.988059863,0.030275208,-13.0767916,-10.0250316,4.8217808,4026.345654,-43601.86242,-20340.4685,2,24,,,,,,,,,,,,,,
3028.66,9241.61,41,0.01661731,-1.035423145,-0.013670105,-4.2114288,-10.757454,-16.3726924,2530.984354,-44349.54307,-20639.54076,7,24,,,,,,,,,,,,,,
3028.66,9241.61,42,0.001968872,-1.044700488,-0.008787292,-10.452278,-8.468634,-15.5029408,2082.375964,-43900.93468,-21387.22141,2,24,,,,,,,,,,,,,,
3028.66,9241.61,43,0.036636841,-1.000266895,-0.024900574,-6.1340376,-3.7689236,9.1400212,3428.201134,-43003.7179,-20789.07689,6,23.9,,,,,,,,,,,,,,
3028.66,9241.61,44,0.069839966,-1.005637988,-0.033201355,3.662112,-1.3275156,-1.4801036,1783.303704,-43900.93468,-21088.14915,11,23.9,,,,,,,,,,,,,,
3028.66,9241.61,45,0.019058716,-1.013450488,-0.016111511,-0.076294,1.7700208,-8.621222,4774.026304,-43900.93468,-21088.14915,6,23.9,,,,,,,,,,,,,,
3028.66,9241.61,47,0.073257935,-0.986106738,-0.020506042,-1.6479504,3.2196068,-1.831056,1633.767574,-43003.7179,-22733.04658,2,23.8,,,,,,,,,,,,,,
3028.66,9241.61,48,0.06739856,-1.007102832,-0.029783386,-0.7324224,-1.6937268,10.5438308,736.5507944,-42555.10951,-19742.32398,7,23.8,,,,,,,,,,,,,,
3028.66,9241.61,49,0.010757935,-0.999778613,-0.037595886,7.4157768,2.365114,-3.0365012,2530.984354,-45097.22372,-23331.1911,11,23.8,,,,,,,,,,,,,,
3028.66,9241.61,50,0.034683716,-1.02175127,-0.014158386,-9.3689032,-1.0986336,10.5743484,3577.737264,-45994.4405,-22134.90206,5,23.7,,,,,,,,,,,,,,
3028.66,9241.61,51,0.068863403,-1.016380176,-0.031736511,4.6081576,5.6610148,2.67029,3278.665004,-43153.25403,-21088.14915,2,23.7,,,,,,,,,,,,,,
3028.66,9241.61,52,0.060562622,-1.014427051,0.020997864,-12.2680752,-0.6256108,-24.0020924,3278.665004,-41956.96499,-20639.54076,5,23.7,,,,,,,,,,,,,,
3028.66,9241.61,53,0.018082153,-1.015403613,-0.049802917,-5.2948036,-2.3803728,13.6261084,5222.634694,-41956.96499,-21835.8298,4,23.6,,,,,,,,,,,,,,
3028.66,9241.61,54,0.040543091,-1.023216113,-0.012693542,-4.3182404,-7.705694,28.7323204,1185.159184,-43751.39855,-21985.36593,5,23.6,,,,,,,,,,,,,,
3028.66,9241.61,55,0.026382935,-1.000755176,0.013185364,-8.8348452,2.1667496,2.3193376,3428.201134,-44200.00694,-18546.03494,5,23.6,,,,,,,,,,,,,,
3028.66,9241.61,56,0.048843872,-1.049583301,-0.020017761,17.4102908,25.0702084,-3.3416772,1783.303704,-43153.25403,-20639.54076,5,23.5,,,,,,,,,,,,,,
3028.66,9241.61,57,0.042984497,-1.00222002,-0.000974792,9.2010564,2.0141616,6.0119672,2381.448224,-43751.39855,-20041.39624,4,23.5,,,,,,,,,,,,,,
3028.66,9241.61,58,0.050308716,-1.014427051,0.012208801,-2.3193376,-8.8195864,15.1519884,3876.809524,-44947.68759,-20789.07689,5,23.5,,,,,,,,,,,,,,
3028.66,9241.61,59,-0.060042847,-1.012962207,-0.007322449,6.4544724,6.3171432,-10.7879716,7316.140514,-44798.15146,-18845.1072,1,23.5,,,,,,,,,,,,,,
3028.66,9241.61,1,-0.097152222,-0.99831377,-0.016111511,6.2866256,11.1236652,11.4898764,7316.140514,-43601.86242,-21387.22141,5,23.4,,,,,,,,,,,,,,
3028.66,9241.61,2,-0.015120972,-1.001243457,0.008302551,5.0048864,3.2653832,-5.8288616,7316.140514,-43601.86242,-19592.78785,4,23.4,,,,,,,,,,,,,,
3028.66,9241.61,3,-0.040511597,-1.017356738,0.014650208,-7.1106008,-0.686646,-4.2114288,7017.068254,-43900.93468,-21387.22141,2,23.4,,,,,,,,,,,,,,
3028.66,9241.61,4,-0.046859253,-1.012473926,-0.013670105,-1.4190684,-0.3662112,-4.3792756,6717.995994,-44349.54307,-19144.17946,4,23.4,,,,,,,,,,,,,,
3028.66,9241.61,5,-0.048812378,-1.011985645,0.011232239,-0.6256108,-0.4425052,-2.899172,7914.285034,-43452.32629,-20789.07689,2,23.3,,,,,,,,,,,,,,
3028.66,9241.61,6,-0.082503784,-1.009544238,0.01172052,-5.9356732,-4.6081576,-2.593996,7615.212774,-45994.4405,-19891.86011,4,23.3,,,,,,,,,,,,,,
3028.66,9241.61,7,-0.061019409,-0.997825488,0.012208801,-2.5787372,-2.4261492,1.3580332,8063.821164,-46293.51276,-19891.86011,5,23.3,,,,,,,,,,,,,,
3028.66,9241.61,8,-0.063460815,-0.998802051,0.044923645,-2.4871844,2.5329608,-7.476812,7166.604384,-44947.68759,-18246.96268,4,23.3,,,,,,,,,,,,,,
3028.66,9241.61,9,-0.068343628,-1.019798145,0.037111145,2.6550312,0.076294,0.534058,7017.068254,-44798.15146,-16602.06525,4,23.3,,,,,,,,,,,,,,
3028.66,9241.61,10,0.039566528,-0.991477832,0.064943176,4.5623812,-14.9078476,-31.0363992,4774.026304,-44798.15146,-18845.1072,5,23.3,,,,,,,,,,,,,,
3028.66,9241.61,11,-0.073714722,-0.987571582,-0.007322449,-11.6424644,1.9683852,6.3629196,7615.212774,-43601.86242,-18396.49881,4,23.3,,,,,,,,,,,,,,
3028.66,9241.61,12,-0.043929565,-1.004173145,0.032716614,-1.9226088,-14.0991312,14.3127544,6717.995994,-45097.22372,-21835.8298,5,23.2,,,,,,,,,,,,,,
3028.66,9241.61,13,-0.134261597,-0.977805957,0.039552551,-4.0740996,-4.425052,-1.8157972,8213.357294,-43751.39855,-18246.96268,5,23.2,,,,,,,,,,,,,,
3028.66,9241.61,14,-0.059066284,-1.016380176,0.022950989,2.2735612,10.7116776,27.236958,5222.634694,-43900.93468,-20340.4685,5,23.2,,,,,,,,,,,,,,
3028.66,9241.61,16,0.007828247,-0.988548145,-0.050291199,-3.0822776,6.713872,0.8850104,3577.737264,-44349.54307,-21387.22141,1,23.2,,,,,,,,,,,,,,
3028.66,9241.61,17,-0.178206909,-1.04518877,0.05468927,-21.3012848,18.920912,-62.1490924,8362.893424,-43900.93468,-19592.78785,5,23.2,,,,,,,,,,,,,,
3028.66,9241.61,18,0.010269653,-0.989524707,-0.044431824,4.6691928,2.5329608,22.7050944,1334.695314,-43153.25403,-19891.86011,5,23.2,,,,,,,,,,,,,,
3028.66,9241.61,19,-0.040511597,-0.956321582,0.092775208,1.4190684,5.493168,8.4228576,2530.984354,-44349.54307,-19144.17946,4,23.2,,,,,,,,,,,,,,
3028.66,9241.61,20,-0.016585815,-1.032981738,0.055665833,-11.5356528,-25.100726,-2.67029,587.0146644,-41956.96499,-18097.42655,8,23.1,,,,,,,,,,,,,,
3028.66,9241.61,21,0.103043091,-1.031516895,0.01172052,4.1503936,2.7008076,15.869152,-1207.418896,-43900.93468,-19592.78785,15,23.1,,,,,,,,,,,,,,
3028.66,9241.61,22,0.070816528,-1.009544238,0.01953302,-3.7231472,-9.9487376,-2.441408,-1805.563416,-42555.10951,-21985.36593,10,23.2,,,,,,,,,,,,,,
3028.66,9241.61,23,0.076675903,-0.982200488,-0.013670105,2.441408,2.365114,-3.280642,-1656.027286,-41657.89273,-20639.54076,15,23.2,,,,,,,,,,,,,,
3028.66,9241.61,24,0.154312622,-0.944114551,0.179200989,-61.1725292,-28.4271444,19.4091936,-2104.635676,-45097.22372,-16901.13751,10,23.2,,,,,,,,,,,,,,
3028.66,9241.61,25,1.459488403,-0.428489551,0.791505676,-39.5050332,6.1187788,422.5772072,-35899.80106,-21919.12357,-1797.988377,34,23.2,,,,,,,,,,,,,,
3028.66,9241.61,26,0.95802356,-1.761009082,0.919923645,-38.7420932,-53.558388,-156.0822652,3428.201134,-44947.68759,20333.35886,124,23.2,,,,,,,,,,,,,,
3028.66,9241.61,27,-0.603011597,-0.710227832,1.605958801,-15.0146592,-29.3121548,499.9850996,-9282.369916,-24909.84617,40221.66415,109,23.8,,,,,,,,,,,,,,
3028.66,9241.61,28,-0.019027222,0.122291699,1.289552551,110.24483,163.4370068,-476.3187008,-2104.635676,-86.84858708,46651.71774,61,25,,,,,,,,,,,,,,
3028.67,9241.61,29,0.216324341,-0.513450488,1.148927551,-68.8019292,-13.0157564,-258.3772604,18830.42252,1258.976583,43062.85062,41,26.5,,,,,,,,,,,,,,
3028.67,9241.61,31,-0.60057019,-0.122337207,1.086427551,16.4337276,71.7773952,-171.432618,23615.57868,-26853.81586,38427.23059,44,33,,,,,,,,,,,,,,
3028.66,9241.61,32,0.081558716,-0.015891895,1.015138489,-16.9067504,-11.520394,-148.544418,-13917.98995,-23115.41261,39324.44737,133,37.3,,,,,,,,,,,,,,
3028.66,9241.61,33,-0.135238159,-0.098899707,0.876954895,-13.1378268,-23.498552,-226.5474036,-2852.316326,17558.41475,41417.95319,76,39.2,,,,,,,,,,,,,,
3028.66,9241.61,34,0.14552356,0.322487012,1.02343927,-22.5982828,-16.6015744,150.4822856,-9282.369916,12773.25859,42464.7061,47,41.6,,,,,,,,,,,,,,
3028.66,9241.61,35,-0.086410034,-0.151145801,0.947267395,12.9242036,14.5874128,4.4708284,-10777.73122,-14741.38933,44408.67579,47,42.4,,,,,,,,,,,,,,
3028.66,9241.61,36,-0.085921753,-0.053977832,0.89453302,-2.136232,-1.0375984,244.598564,9559.182464,-21320.97905,45455.4287,119,43.9,,,,,,,,,,,,,,
3028.66,9241.61,37,-0.161117065,-0.396262988,0.937990051,16.2353632,22.12526,499.9850996,25260.47611,11427.43342,41567.48932,61,45.3,,,,,,,,,,,,,,
3028.66,9241.61,38,0.036636841,-0.403587207,1.107911926,-1.220704,-13.0004976,227.508708,-26329.48874,-7563.655087,37230.94155,47,46.5,,,,,,,,,,,,,,
3028.66,9241.61,39,0.235855591,-0.066673145,1.062990051,13.9923196,-20.9961088,231.6896192,30793.31292,-18928.40097,36184.18864,96,51.9,,,,,,,,,,,,,,
3028.66,9241.61,40,-0.072738159,0.123756543,1.00390802,1.6632092,-46.3714932,160.1563648,21073.46447,11427.43342,44558.21192,51,53.1,,,,,,,,,,,,,,
3028.66,9241.61,41,-0.139144409,-0.217552051,0.906740051,3.6163356,24.2920096,112.7014968,-5394.430536,-984.0653671,45156.35644,48,57.3,,,,,,,,,,,,,,
3028.66,9241.61,42,-0.051253784,0.155983105,0.943849426,-2.5634784,-45.01346,33.4015132,-7188.864096,-6965.510567,46801.25387,48,58.7,,,,,,,,,,,,,,
3028.66,9241.61,43,-0.140609253,-0.143333301,0.993654114,36.163356,18.0511604,-62.713668,-5693.502796,12623.72246,43062.85062,34,62.9,,,,,,,,,,,,,,
3028.66,9241.61,45,-0.03025769,0.061744824,0.951661926,-18.1274544,-28.3966268,-81.9702736,19279.03091,19651.92057,39324.44737,36,66.7,,,,,,,,,,,,,,
3028.66,9241.61,46,-0.05369519,-0.085716113,0.915040833,14.7705184,5.1574744,-166.9770484,33784.03552,-3227.107317,38726.30285,30,69.8,,,,,,,,,,,,,,
3028.66,9241.61,47,-0.062972534,-0.004661426,0.951173645,28.7933556,7.2937064,-185.0434676,12998.51345,-25208.91843,42165.63384,65,74.5,,,,,,,,,,,,,,
3028.66,9241.61,48,-0.120589722,-0.045677051,0.922365051,-4.1656524,9.15528,-94.7113716,-6740.255706,-14442.31707,46801.25387,125,77,,,,,,,,,,,,,,
3028.65,9241.61,49,-0.359847534,0.063209668,0.992677551,2.4108904,-21.6369784,-72.5403352,-8235.617006,6791.813393,44558.21192,66,82,,,,,,,,,,,,,,
3028.65,9241.61,50,0.300796997,-0.007102832,1.020997864,-12.435922,-39.2303748,-77.1637516,8811.501814,20997.74574,40221.66415,43,89.3,,,,,,,,,,,,,,
3028.65,9241.61,51,0.023941528,-0.144798145,0.932618958,9.0637272,15.1367296,-24.7345148,20923.92834,25334.29351,35436.50799,37,96.5,,,,,,,,,,,,,,
3028.65,9241.62,52,-0.243148315,-0.211204395,0.954103333,11.6577232,27.5116164,-70.9991964,17185.52509,22642.64317,37679.54994,35,105.1,,,,,,,,,,,,,,
3028.65,9241.62,53,-0.028792847,0.04856123,1.028810364,-24.6582208,-35.0799812,120.468226,21522.07286,17707.95088,40520.73641,34,111.4,,,,,,,,,,,,,,
3028.65,9241.62,54,0.065445435,-0.114524707,0.978029114,12.6495452,28.3355916,11.9171228,5970.315344,14418.15602,43960.0674,31,113.5,,,,,,,,,,,,,,
3028.65,9241.62,55,-0.017562378,0.016822949,0.938966614,16.5863156,15.0146592,2.3803728,-7936.544746,7539.494043,44558.21192,30,119.8,,,,,,,,,,,,,,
3028.65,9241.62,56,-0.17869519,-0.060325488,1.045411926,-0.9307868,-10.1623608,71.029714,-11525.41187,9333.927603,42913.31449,40,124.2,,,,,,,,,,,,,,
3028.65,9241.62,57,-0.157699097,-0.147239551,1.027833801,14.3280132,27.694722,-55.2673736,-14217.06221,7240.421783,43212.38675,34,126.5,,,,,,,,,,,,,,
3028.64,9241.62,58,-0.208480347,-0.020774707,0.977540833,16.326916,21.3165436,-170.593384,-12422.62865,9483.463733,43062.85062,41,128.1,,,,,,,,,,,,,,
3028.64,9241.62,0,0.026382935,-0.069602832,0.993165833,-4.1046172,-5.0659216,107.9712688,5970.315344,21894.96252,40969.3448,38,133.1,,,,,,,,,,,,,,
3028.64,9241.62,1,-0.090316284,-0.126243457,1.012208801,-18.234266,0.0457764,-54.0314108,12250.8328,14418.15602,43660.99514,45,135.5,,,,,,,,,,,,,,
3028.64,9241.62,2,-0.061019409,-0.164329395,0.978029114,-9.9792552,6.2408492,23.6816576,10306.86311,13520.93924,44707.74805,45,137.9,,,,,,,,,,,,,,
3028.64,9241.62,3,0.097671997,-0.113059863,0.888185364,24.642962,18.2647836,-10.3607252,13746.1941,5296.452093,47399.39839,44,139.4,,,,,,,,,,,,,,
3028.64,9241.62,4,-0.048324097,-0.079856738,0.959962708,24.3530448,14.4348248,-76.141412,18680.88639,12773.25859,42464.7061,37,140.7,,,,,,,,,,,,,,
3028.64,9241.62,5,0.069351685,0.097877637,0.965333801,12.9547212,16.3726924,-66.2079332,30793.31292,9632.999863,38726.30285,37,143.1,,,,,,,,,,,,,,
3028.64,9241.62,6,-0.168929565,0.140358105,0.989259583,-3.738406,-8.01087,-109.8786188,36924.29425,-7414.118957,35586.04412,31,145.9,,,,,,,,,,,,,,
3028.64,9241.62,7,-0.033187378,0.106666699,1.010255676,-3.6010768,-21.8811192,-6.9732716,27353.98193,-22517.26809,37679.54994,43,149.5,,,,,,,,,,,,,,
3028.64,9241.62,8,-0.162581909,-0.042747363,1.048829895,-16.7541624,-10.7269364,17.7307256,29447.48775,-13694.63642,39025.37511,41,154.2,,,,,,,,,,,,,,
3028.64,9241.61,9,-0.081527222,-0.016868457,1.004884583,6.7596484,-19.2718644,24.5971856,24662.33159,1408.512713,44707.74805,42,156.1,,,,,,,,,,,,,,
3028.64,9241.61,10,0.029312622,-0.235618457,1.010255676,14.7094832,2.9907248,48.675572,16437.84444,5296.452093,46203.10935,39,157.7,,,,,,,,,,,,,,
3028.64,9241.61,11,-0.107406128,-0.14675127,1.102540833,28.9459436,9.7503732,34.5916996,6269.387604,17857.48701,41717.02545,28,160.6,,,,,,,,,,,,,,
